safra,estagio,parcela,dose,bloco,atributo,valor
2022_2023,V18,d200_b1,200,1,glcm_asm,0.0282349
2022_2023,V18,d200_b1,200,1,glcm_contrast,1.55541
2022_2023,V18,d200_b1,200,1,glcm_correlation,0.961095
2022_2023,V18,d200_b1,200,1,glcm_variance,19.9661
2022_2023,V18,d200_b1,200,1,glcm_idm,0.672854
2022_2023,V18,d200_b1,200,1,glcm_sum_average,14.197
2022_2023,V18,d200_b1,200,1,glcm_sum_variance,197.103
2022_2023,V18,d200_b1,200,1,glcm_sum_entropy,3.30034
2022_2023,V18,d200_b1,200,1,glcm_entropy,4.12376
2022_2023,V18,d200_b1,200,1,glcm_diff_entropy,1.18953
2022_2023,V18,d200_b1,200,1,glcm_imc1,-0.45913
2022_2023,V18,d200_b1,200,1,glcm_imc2,0.956201
2022_2023,V18,d200_b1,200,1,glcm_mcc,0.967137
2022_2023,V18,d200_b1,200,1,glcm_dissimilarity,0.795023
2022_2023,V18,d200_b1,200,1,glcm_inertia,1.55541
2022_2023,V18,d200_b1,200,1,glcm_cluster_shade,-165.711
2022_2023,V18,d200_b1,200,1,glcm_cluster_prominence,11384
2022_2023,V18,d200_b1,200,1,glcm_homogeneity,0.696359
2022_2023,V18,d200_b1,200,1,glcmw3_asm,0.483741
2022_2023,V18,d200_b1,200,1,glcmw3_contrast,0.437779
2022_2023,V18,d200_b1,200,1,glcmw3_entropy,0.984616
2022_2023,V18,d200_b1,200,1,glcmw3_correlation,0.428736
2022_2023,V18,d200_b1,200,1,glcmw3_homogeneity,0.82924
2022_2023,V18,d200_b1,200,1,glcmw5_asm,0.366931
2022_2023,V18,d200_b1,200,1,glcmw5_contrast,0.437655
2022_2023,V18,d200_b1,200,1,glcmw5_entropy,1.4232
2022_2023,V18,d200_b1,200,1,glcmw5_correlation,0.613833
2022_2023,V18,d200_b1,200,1,glcmw5_homogeneity,0.829288
2022_2023,V18,d200_b1,200,1,glcmw7_asm,0.30959
2022_2023,V18,d200_b1,200,1,glcmw7_contrast,0.437622
2022_2023,V18,d200_b1,200,1,glcmw7_entropy,1.69319
2022_2023,V18,d200_b1,200,1,glcmw7_correlation,0.701457
2022_2023,V18,d200_b1,200,1,glcmw7_homogeneity,0.829295
2022_2023,V18,d200_b1,200,1,rgb_glcm_asm,
2022_2023,V18,d200_b1,200,1,rgb_glcm_contrast,
2022_2023,V18,d200_b1,200,1,rgb_glcm_correlation,
2022_2023,V18,d200_b1,200,1,rgb_glcm_variance,
2022_2023,V18,d200_b1,200,1,rgb_glcm_idm,
2022_2023,V18,d200_b1,200,1,rgb_glcm_sum_average,
2022_2023,V18,d200_b1,200,1,rgb_glcm_sum_variance,
2022_2023,V18,d200_b1,200,1,rgb_glcm_sum_entropy,
2022_2023,V18,d200_b1,200,1,rgb_glcm_entropy,
2022_2023,V18,d200_b1,200,1,rgb_glcm_diff_entropy,
2022_2023,V18,d200_b1,200,1,rgb_glcm_imc1,
2022_2023,V18,d200_b1,200,1,rgb_glcm_imc2,
2022_2023,V18,d200_b1,200,1,rgb_glcm_mcc,
2022_2023,V18,d200_b1,200,1,rgb_glcm_dissimilarity,
2022_2023,V18,d200_b1,200,1,rgb_glcm_inertia,
2022_2023,V18,d200_b1,200,1,rgb_glcm_cluster_shade,
2022_2023,V18,d200_b1,200,1,rgb_glcm_cluster_prominence,
2022_2023,V18,d200_b1,200,1,rgb_glcm_homogeneity,
2022_2023,V18,d200_b1,200,1,rgb_glcmw3_asm,
2022_2023,V18,d200_b1,200,1,rgb_glcmw3_contrast,
2022_2023,V18,d200_b1,200,1,rgb_glcmw3_entropy,
2022_2023,V18,d200_b1,200,1,rgb_glcmw3_correlation,
2022_2023,V18,d200_b1,200,1,rgb_glcmw3_homogeneity,
2022_2023,V18,d200_b1,200,1,rgb_glcmw5_asm,
2022_2023,V18,d200_b1,200,1,rgb_glcmw5_contrast,
2022_2023,V18,d200_b1,200,1,rgb_glcmw5_entropy,
2022_2023,V18,d200_b1,200,1,rgb_glcmw5_correlation,
2022_2023,V18,d200_b1,200,1,rgb_glcmw5_homogeneity,
2022_2023,V18,d200_b1,200,1,rgb_glcmw7_asm,
2022_2023,V18,d200_b1,200,1,rgb_glcmw7_contrast,
2022_2023,V18,d200_b1,200,1,rgb_glcmw7_entropy,
2022_2023,V18,d200_b1,200,1,rgb_glcmw7_correlation,
2022_2023,V18,d200_b1,200,1,rgb_glcmw7_homogeneity,
2022_2023,V18,d200_b2,200,2,NDVI,0.775012
2022_2023,V18,d200_b2,200,2,GNDVI,0.13322
2022_2023,V18,d200_b2,200,2,NDRE,0.349568
2022_2023,V18,d200_b2,200,2,CIrededge,789.17
2022_2023,V18,d200_b2,200,2,SAVI,0.5975
2022_2023,V18,d200_b2,200,2,EVI,-1.12203
2022_2023,V18,d200_b2,200,2,VARI,-16.9277
2022_2023,V18,d200_b2,200,2,TGI,0.213168
2022_2023,V18,d200_b2,200,2,spec_mean,0.28297
2022_2023,V18,d200_b2,200,2,spec_std,0.236059
2022_2023,V18,d200_b2,200,2,spec_p10,0.0371631
2022_2023,V18,d200_b2,200,2,spec_p50,0.216367
2022_2023,V18,d200_b2,200,2,spec_p90,0.660441
2022_2023,V18,d200_b2,200,2,glcm_asm,0.0288835
2022_2023,V18,d200_b2,200,2,glcm_contrast,1.48352
2022_2023,V18,d200_b2,200,2,glcm_correlation,0.963197
2022_2023,V18,d200_b2,200,2,glcm_variance,20.1834
2022_2023,V18,d200_b2,200,2,glcm_idm,0.693053
2022_2023,V18,d200_b2,200,2,glcm_sum_average,13.6198
2022_2023,V18,d200_b2,200,2,glcm_sum_variance,185.579
2022_2023,V18,d200_b2,200,2,glcm_sum_entropy,3.30832
2022_2023,V18,d200_b2,200,2,glcm_entropy,4.08587
2022_2023,V18,d200_b2,200,2,glcm_diff_entropy,1.1575
2022_2023,V18,d200_b2,200,2,glcm_imc1,-0.477257
2022_2023,V18,d200_b2,200,2,glcm_imc2,0.96046
2022_2023,V18,d200_b2,200,2,glcm_mcc,0.967246
2022_2023,V18,d200_b2,200,2,glcm_dissimilarity,0.74686
2022_2023,V18,d200_b2,200,2,glcm_inertia,1.48352
2022_2023,V18,d200_b2,200,2,glcm_cluster_shade,-69.8921
2022_2023,V18,d200_b2,200,2,glcm_cluster_prominence,10824.6
2022_2023,V18,d200_b2,200,2,glcm_homogeneity,0.71427
2022_2023,V18,d200_b2,200,2,glcmw3_asm,0.512912
2022_2023,V18,d200_b2,200,2,glcmw3_contrast,0.420069
2022_2023,V18,d200_b2,200,2,glcmw3_entropy,0.923838
2022_2023,V18,d200_b2,200,2,glcmw3_correlation,0.402325
2022_2023,V18,d200_b2,200,2,glcmw3_homogeneity,0.839252
2022_2023,V18,d200_b2,200,2,glcmw5_asm,0.397556
2022_2023,V18,d200_b2,200,2,glcmw5_contrast,0.420355
2022_2023,V18,d200_b2,200,2,glcmw5_entropy,1.33824
2022_2023,V18,d200_b2,200,2,glcmw5_correlation,0.590553
2022_2023,V18,d200_b2,200,2,glcmw5_homogeneity,0.839205
2022_2023,V18,d200_b2,200,2,glcmw7_asm,0.339101
2022_2023,V18,d200_b2,200,2,glcmw7_contrast,0.420232
2022_2023,V18,d200_b2,200,2,glcmw7_entropy,1.59507
2022_2023,V18,d200_b2,200,2,glcmw7_correlation,0.680993
2022_2023,V18,d200_b2,200,2,glcmw7_homogeneity,0.839232
2022_2023,V18,d200_b2,200,2,rgb_glcm_asm,
2022_2023,V18,d200_b2,200,2,rgb_glcm_contrast,
2022_2023,V18,d200_b2,200,2,rgb_glcm_correlation,
2022_2023,V18,d200_b2,200,2,rgb_glcm_variance,
2022_2023,V18,d200_b2,200,2,rgb_glcm_idm,
2022_2023,V18,d200_b2,200,2,rgb_glcm_sum_average,
2022_2023,V18,d200_b2,200,2,rgb_glcm_sum_variance,
2022_2023,V18,d200_b2,200,2,rgb_glcm_sum_entropy,
2022_2023,V18,d200_b2,200,2,rgb_glcm_entropy,
2022_2023,V18,d200_b2,200,2,rgb_glcm_diff_entropy,
2022_2023,V18,d200_b2,200,2,rgb_glcm_imc1,
2022_2023,V18,d200_b2,200,2,rgb_glcm_imc2,
2022_2023,V18,d200_b2,200,2,rgb_glcm_mcc,
2022_2023,V18,d200_b2,200,2,rgb_glcm_dissimilarity,
2022_2023,V18,d200_b2,200,2,rgb_glcm_inertia,
2022_2023,V18,d200_b2,200,2,rgb_glcm_cluster_shade,
2022_2023,V18,d200_b2,200,2,rgb_glcm_cluster_prominence,
2022_2023,V18,d200_b2,200,2,rgb_glcm_homogeneity,
2022_2023,V18,d200_b2,200,2,rgb_glcmw3_asm,
2022_2023,V18,d200_b2,200,2,rgb_glcmw3_contrast,
2022_2023,V18,d200_b2,200,2,rgb_glcmw3_entropy,
2022_2023,V18,d200_b2,200,2,rgb_glcmw3_correlation,
2022_2023,V18,d200_b2,200,2,rgb_glcmw3_homogeneity,
2022_2023,V18,d200_b2,200,2,rgb_glcmw5_asm,
2022_2023,V18,d200_b2,200,2,rgb_glcmw5_contrast,
2022_2023,V18,d200_b2,200,2,rgb_glcmw5_entropy,
2022_2023,V18,d200_b2,200,2,rgb_glcmw5_correlation,
2022_2023,V18,d200_b2,200,2,rgb_glcmw5_homogeneity,
2022_2023,V18,d200_b2,200,2,rgb_glcmw7_asm,
2022_2023,V18,d200_b2,200,2,rgb_glcmw7_contrast,
2022_2023,V18,d200_b2,200,2,rgb_glcmw7_entropy,
2022_2023,V18,d200_b2,200,2,rgb_glcmw7_correlation,
2022_2023,V18,d200_b2,200,2,rgb_glcmw7_homogeneity,
2022_2023,V18,d200_b3,200,3,NDVI,0.814596
2022_2023,V18,d200_b3,200,3,GNDVI,0.18622
2022_2023,V18,d200_b3,200,3,NDRE,0.370035
2022_2023,V18,d200_b3,200,3,CIrededge,1.23496
2022_2023,V18,d200_b3,200,3,SAVI,0.651271
2022_2023,V18,d200_b3,200,3,EVI,2.33057
2022_2023,V18,d200_b3,200,3,VARI,1.608
2022_2023,V18,d200_b3,200,3,TGI,0.227494
2022_2023,V18,d200_b3,200,3,spec_mean,0.288458
2022_2023,V18,d200_b3,200,3,spec_std,0.238465
2022_2023,V18,d200_b3,200,3,spec_p10,0.0374967
2022_2023,V18,d200_b3,200,3,spec_p50,0.222235
2022_2023,V18,d200_b3,200,3,spec_p90,0.675946
2022_2023,V18,d200_b3,200,3,glcm_asm,0.0245684
2022_2023,V18,d200_b3,200,3,glcm_contrast,1.55071
2022_2023,V18,d200_b3,200,3,glcm_correlation,0.959618
2022_2023,V18,d200_b3,200,3,glcm_variance,19.1793
2022_2023,V18,d200_b3,200,3,glcm_idm,0.679674
2022_2023,V18,d200_b3,200,3,glcm_sum_average,14.3405
2022_2023,V18,d200_b3,200,3,glcm_sum_variance,196.302
2022_2023,V18,d200_b3,200,3,glcm_sum_entropy,3.33465
2022_2023,V18,d200_b3,200,3,glcm_entropy,4.14616
2022_2023,V18,d200_b3,200,3,glcm_diff_entropy,1.18431
2022_2023,V18,d200_b3,200,3,glcm_imc1,-0.462063
2022_2023,V18,d200_b3,200,3,glcm_imc2,0.957665
2022_2023,V18,d200_b3,200,3,glcm_mcc,0.961554
2022_2023,V18,d200_b3,200,3,glcm_dissimilarity,0.782331
2022_2023,V18,d200_b3,200,3,glcm_inertia,1.55071
2022_2023,V18,d200_b3,200,3,glcm_cluster_shade,-140.611
2022_2023,V18,d200_b3,200,3,glcm_cluster_prominence,10416.7
2022_2023,V18,d200_b3,200,3,glcm_homogeneity,0.702553
2022_2023,V18,d200_b3,200,3,glcmw3_asm,0.490555
2022_2023,V18,d200_b3,200,3,glcmw3_contrast,0.43774
2022_2023,V18,d200_b3,200,3,glcmw3_entropy,0.966938
2022_2023,V18,d200_b3,200,3,glcmw3_correlation,0.42979
2022_2023,V18,d200_b3,200,3,glcmw3_homogeneity,0.831961
2022_2023,V18,d200_b3,200,3,glcmw5_asm,0.369742
2022_2023,V18,d200_b3,200,3,glcmw5_contrast,0.437746
2022_2023,V18,d200_b3,200,3,glcmw5_entropy,1.40389
2022_2023,V18,d200_b3,200,3,glcmw5_correlation,0.626675
2022_2023,V18,d200_b3,200,3,glcmw5_homogeneity,0.831962
2022_2023,V18,d200_b3,200,3,glcmw7_asm,0.307968
2022_2023,V18,d200_b3,200,3,glcmw7_contrast,0.437876
2022_2023,V18,d200_b3,200,3,glcmw7_entropy,1.67815
2022_2023,V18,d200_b3,200,3,glcmw7_correlation,0.718319
2022_2023,V18,d200_b3,200,3,glcmw7_homogeneity,0.831926
2022_2023,V18,d200_b3,200,3,rgb_glcm_asm,
2022_2023,V18,d200_b3,200,3,rgb_glcm_contrast,
2022_2023,V18,d200_b3,200,3,rgb_glcm_correlation,
2022_2023,V18,d200_b3,200,3,rgb_glcm_variance,
2022_2023,V18,d200_b3,200,3,rgb_glcm_idm,
2022_2023,V18,d200_b3,200,3,rgb_glcm_sum_average,
2022_2023,V18,d200_b3,200,3,rgb_glcm_sum_variance,
2022_2023,V18,d200_b3,200,3,rgb_glcm_sum_entropy,
2022_2023,V18,d200_b3,200,3,rgb_glcm_entropy,
2022_2023,V18,d200_b3,200,3,rgb_glcm_diff_entropy,
2022_2023,V18,d200_b3,200,3,rgb_glcm_imc1,
2022_2023,V18,d200_b3,200,3,rgb_glcm_imc2,
2022_2023,V18,d200_b3,200,3,rgb_glcm_mcc,
2022_2023,V18,d200_b3,200,3,rgb_glcm_dissimilarity,
2022_2023,V18,d200_b3,200,3,rgb_glcm_inertia,
2022_2023,V18,d200_b3,200,3,rgb_glcm_cluster_shade,
2022_2023,V18,d200_b3,200,3,rgb_glcm_cluster_prominence,
2022_2023,V18,d200_b3,200,3,rgb_glcm_homogeneity,
2022_2023,V18,d200_b3,200,3,rgb_glcmw3_asm,
2022_2023,V18,d200_b3,200,3,rgb_glcmw3_contrast,
2022_2023,V18,d200_b3,200,3,rgb_glcmw3_entropy,
2022_2023,V18,d200_b3,200,3,rgb_glcmw3_correlation,
2022_2023,V18,d200_b3,200,3,rgb_glcmw3_homogeneity,
2022_2023,V18,d200_b3,200,3,rgb_glcmw5_asm,
2022_2023,V18,d200_b3,200,3,rgb_glcmw5_contrast,
2022_2023,V18,d200_b3,200,3,rgb_glcmw5_entropy,
2022_2023,V18,d200_b3,200,3,rgb_glcmw5_correlation,
2022_2023,V18,d200_b3,200,3,rgb_glcmw5_homogeneity,
2022_2023,V18,d200_b3,200,3,rgb_glcmw7_asm,
2022_2023,V18,d200_b3,200,3,rgb_glcmw7_contrast,
2022_2023,V18,d200_b3,200,3,rgb_glcmw7_entropy,
2022_2023,V18,d200_b3,200,3,rgb_glcmw7_correlation,
2022_2023,V18,d200_b3,200,3,rgb_glcmw7_homogeneity,
2022_2023,V18,d200_b4,200,4,NDVI,0.84665
2022_2023,V18,d200_b4,200,4,GNDVI,0.238948
2022_2023,V18,d200_b4,200,4,NDRE,0.409406
2022_2023,V18,d200_b4,200,4,CIrededge,1.4903
2022_2023,V18,d200_b4,200,4,SAVI,0.681896
2022_2023,V18,d200_b4,200,4,EVI,1.02747
2022_2023,V18,d200_b4,200,4,VARI,-2.91185
2022_2023,V18,d200_b4,200,4,TGI,0.225147
2022_2023,V18,d200_b4,200,4,spec_mean,0.2887
2022_2023,V18,d200_b4,200,4,spec_std,0.245559
2022_2023,V18,d200_b4,200,4,spec_p10,0.0294428
2022_2023,V18,d200_b4,200,4,spec_p50,0.215976
2022_2023,V18,d200_b4,200,4,spec_p90,0.683901
2022_2023,V18,d200_b4,200,4,glcm_asm,0.025615
2022_2023,V18,d200_b4,200,4,glcm_contrast,1.35784
2022_2023,V18,d200_b4,200,4,glcm_correlation,0.959701
2022_2023,V18,d200_b4,200,4,glcm_variance,16.8339
2022_2023,V18,d200_b4,200,4,glcm_idm,0.683032
2022_2023,V18,d200_b4,200,4,glcm_sum_average,15.1327
2022_2023,V18,d200_b4,200,4,glcm_sum_variance,205.914
2022_2023,V18,d200_b4,200,4,glcm_sum_entropy,3.30414
2022_2023,V18,d200_b4,200,4,glcm_entropy,4.09285
2022_2023,V18,d200_b4,200,4,glcm_diff_entropy,1.1411
2022_2023,V18,d200_b4,200,4,glcm_imc1,-0.464356
2022_2023,V18,d200_b4,200,4,glcm_imc2,0.956954
2022_2023,V18,d200_b4,200,4,glcm_mcc,0.964579
2022_2023,V18,d200_b4,200,4,glcm_dissimilarity,0.748836
2022_2023,V18,d200_b4,200,4,glcm_inertia,1.35784
2022_2023,V18,d200_b4,200,4,glcm_cluster_shade,-205.551
2022_2023,V18,d200_b4,200,4,glcm_cluster_prominence,9632.18
2022_2023,V18,d200_b4,200,4,glcm_homogeneity,0.703976
2022_2023,V18,d200_b4,200,4,glcmw3_asm,0.486841
2022_2023,V18,d200_b4,200,4,glcmw3_contrast,0.398665
2022_2023,V18,d200_b4,200,4,glcmw3_entropy,0.965025
2022_2023,V18,d200_b4,200,4,glcmw3_correlation,0.423851
2022_2023,V18,d200_b4,200,4,glcmw3_homogeneity,0.835255
2022_2023,V18,d200_b4,200,4,glcmw5_asm,0.364408
2022_2023,V18,d200_b4,200,4,glcmw5_contrast,0.398653
2022_2023,V18,d200_b4,200,4,glcmw5_entropy,1.39675
2022_2023,V18,d200_b4,200,4,glcmw5_correlation,0.625146
2022_2023,V18,d200_b4,200,4,glcmw5_homogeneity,0.835252
2022_2023,V18,d200_b4,200,4,glcmw7_asm,0.301823
2022_2023,V18,d200_b4,200,4,glcmw7_contrast,0.398693
2022_2023,V18,d200_b4,200,4,glcmw7_entropy,1.66511
2022_2023,V18,d200_b4,200,4,glcmw7_correlation,0.721543
2022_2023,V18,d200_b4,200,4,glcmw7_homogeneity,0.83524
2022_2023,V18,d200_b4,200,4,rgb_glcm_asm,
2022_2023,V18,d200_b4,200,4,rgb_glcm_contrast,
2022_2023,V18,d200_b4,200,4,rgb_glcm_correlation,
2022_2023,V18,d200_b4,200,4,rgb_glcm_variance,
2022_2023,V18,d200_b4,200,4,rgb_glcm_idm,
2022_2023,V18,d200_b4,200,4,rgb_glcm_sum_average,
2022_2023,V18,d200_b4,200,4,rgb_glcm_sum_variance,
2022_2023,V18,d200_b4,200,4,rgb_glcm_sum_entropy,
2022_2023,V18,d200_b4,200,4,rgb_glcm_entropy,
2022_2023,V18,d200_b4,200,4,rgb_glcm_diff_entropy,
2022_2023,V18,d200_b4,200,4,rgb_glcm_imc1,
2022_2023,V18,d200_b4,200,4,rgb_glcm_imc2,
2022_2023,V18,d200_b4,200,4,rgb_glcm_mcc,
2022_2023,V18,d200_b4,200,4,rgb_glcm_dissimilarity,
2022_2023,V18,d200_b4,200,4,rgb_glcm_inertia,
2022_2023,V18,d200_b4,200,4,rgb_glcm_cluster_shade,
2022_2023,V18,d200_b4,200,4,rgb_glcm_cluster_prominence,
2022_2023,V18,d200_b4,200,4,rgb_glcm_homogeneity,
2022_2023,V18,d200_b4,200,4,rgb_glcmw3_asm,
2022_2023,V18,d200_b4,200,4,rgb_glcmw3_contrast,
2022_2023,V18,d200_b4,200,4,rgb_glcmw3_entropy,
2022_2023,V18,d200_b4,200,4,rgb_glcmw3_correlation,
2022_2023,V18,d200_b4,200,4,rgb_glcmw3_homogeneity,
2022_2023,V18,d200_b4,200,4,rgb_glcmw5_asm,
2022_2023,V18,d200_b4,200,4,rgb_glcmw5_contrast,
2022_2023,V18,d200_b4,200,4,rgb_glcmw5_entropy,
2022_2023,V18,d200_b4,200,4,rgb_glcmw5_correlation,
2022_2023,V18,d200_b4,200,4,rgb_glcmw5_homogeneity,
2022_2023,V18,d200_b4,200,4,rgb_glcmw7_asm,
2022_2023,V18,d200_b4,200,4,rgb_glcmw7_contrast,
2022_2023,V18,d200_b4,200,4,rgb_glcmw7_entropy,
2022_2023,V18,d200_b4,200,4,rgb_glcmw7_correlation,
2022_2023,V18,d200_b4,200,4,rgb_glcmw7_homogeneity,
2022_2023,V18,d300_b1,300,1,NDVI,0.824541
2022_2023,V18,d300_b1,300,1,GNDVI,0.165252
2022_2023,V18,d300_b1,300,1,NDRE,0.389817
2022_2023,V18,d300_b1,300,1,CIrededge,1.3458
2022_2023,V18,d300_b1,300,1,SAVI,0.65577
2022_2023,V18,d300_b1,300,1,EVI,-0.766185
2022_2023,V18,d300_b1,300,1,VARI,1.22061
2022_2023,V18,d300_b1,300,1,TGI,0.233999
2022_2023,V18,d300_b1,300,1,spec_mean,0.294534
2022_2023,V18,d300_b1,300,1,spec_std,0.23983
2022_2023,V18,d300_b1,300,1,spec_p10,0.034812
2022_2023,V18,d300_b1,300,1,spec_p50,0.229601
2022_2023,V18,d300_b1,300,1,spec_p90,0.681202
2022_2023,V18,d300_b1,300,1,glcm_asm,0.0269668
2022_2023,V18,d300_b1,300,1,glcm_contrast,1.56256
2022_2023,V18,d300_b1,300,1,glcm_correlation,0.960274
2022_2023,V18,d300_b1,300,1,glcm_variance,19.6639
2022_2023,V18,d300_b1,300,1,glcm_idm,0.674434
2022_2023,V18,d300_b1,300,1,glcm_sum_average,14.4907
2022_2023,V18,d300_b1,300,1,glcm_sum_variance,202.149
2022_2023,V18,d300_b1,300,1,glcm_sum_entropy,3.30897
2022_2023,V18,d300_b1,300,1,glcm_entropy,4.13459
2022_2023,V18,d300_b1,300,1,glcm_diff_entropy,1.18757
2022_2023,V18,d300_b1,300,1,glcm_imc1,-0.458671
2022_2023,V18,d300_b1,300,1,glcm_imc2,0.956347
2022_2023,V18,d300_b1,300,1,glcm_mcc,0.967071
2022_2023,V18,d300_b1,300,1,glcm_dissimilarity,0.792005
2022_2023,V18,d300_b1,300,1,glcm_inertia,1.56256
2022_2023,V18,d300_b1,300,1,glcm_cluster_shade,-188.764
2022_2023,V18,d300_b1,300,1,glcm_cluster_prominence,11247
2022_2023,V18,d300_b1,300,1,glcm_homogeneity,0.697502
2022_2023,V18,d300_b1,300,1,glcmw3_asm,0.480141
2022_2023,V18,d300_b1,300,1,glcmw3_contrast,0.44358
2022_2023,V18,d300_b1,300,1,glcmw3_entropy,0.990674
2022_2023,V18,d300_b1,300,1,glcmw3_correlation,0.426382
2022_2023,V18,d300_b1,300,1,glcmw3_homogeneity,0.828416
2022_2023,V18,d300_b1,300,1,glcmw5_asm,0.362482
2022_2023,V18,d300_b1,300,1,glcmw5_contrast,0.44357
2022_2023,V18,d300_b1,300,1,glcmw5_entropy,1.42995
2022_2023,V18,d300_b1,300,1,glcmw5_correlation,0.613467
2022_2023,V18,d300_b1,300,1,glcmw5_homogeneity,0.828404
2022_2023,V18,d300_b1,300,1,glcmw7_asm,0.304516
2022_2023,V18,d300_b1,300,1,glcmw7_contrast,0.443498
2022_2023,V18,d300_b1,300,1,glcmw7_entropy,1.69925
2022_2023,V18,d300_b1,300,1,glcmw7_correlation,0.703397
2022_2023,V18,d300_b1,300,1,glcmw7_homogeneity,0.828423
2022_2023,V18,d300_b1,300,1,rgb_glcm_asm,
2022_2023,V18,d300_b1,300,1,rgb_glcm_contrast,
2022_2023,V18,d300_b1,300,1,rgb_glcm_correlation,
2022_2023,V18,d300_b1,300,1,rgb_glcm_variance,
2022_2023,V18,d300_b1,300,1,rgb_glcm_idm,
2022_2023,V18,d300_b1,300,1,rgb_glcm_sum_average,
2022_2023,V18,d300_b1,300,1,rgb_glcm_sum_variance,
2022_2023,V18,d300_b1,300,1,rgb_glcm_sum_entropy,
2022_2023,V18,d300_b1,300,1,rgb_glcm_entropy,
2022_2023,V18,d300_b1,300,1,rgb_glcm_diff_entropy,
2022_2023,V18,d300_b1,300,1,rgb_glcm_imc1,
2022_2023,V18,d300_b1,300,1,rgb_glcm_imc2,
2022_2023,V18,d300_b1,300,1,rgb_glcm_mcc,
2022_2023,V18,d300_b1,300,1,rgb_glcm_dissimilarity,
2022_2023,V18,d300_b1,300,1,rgb_glcm_inertia,
2022_2023,V18,d300_b1,300,1,rgb_glcm_cluster_shade,
2022_2023,V18,d300_b1,300,1,rgb_glcm_cluster_prominence,
2022_2023,V18,d300_b1,300,1,rgb_glcm_homogeneity,
2022_2023,V18,d300_b1,300,1,rgb_glcmw3_asm,
2022_2023,V18,d300_b1,300,1,rgb_glcmw3_contrast,
2022_2023,V18,d300_b1,300,1,rgb_glcmw3_entropy,
2022_2023,V18,d300_b1,300,1,rgb_glcmw3_correlation,
2022_2023,V18,d300_b1,300,1,rgb_glcmw3_homogeneity,
2022_2023,V18,d300_b1,300,1,rgb_glcmw5_asm,
2022_2023,V18,d300_b1,300,1,rgb_glcmw5_contrast,
2022_2023,V18,d300_b1,300,1,rgb_glcmw5_entropy,
2022_2023,V18,d300_b1,300,1,rgb_glcmw5_correlation,
2022_2023,V18,d300_b1,300,1,rgb_glcmw5_homogeneity,
2022_2023,V18,d300_b1,300,1,rgb_glcmw7_asm,
2022_2023,V18,d300_b1,300,1,rgb_glcmw7_contrast,
2022_2023,V18,d300_b1,300,1,rgb_glcmw7_entropy,
2022_2023,V18,d300_b1,300,1,rgb_glcmw7_correlation,
2022_2023,V18,d300_b1,300,1,rgb_glcmw7_homogeneity,
2022_2023,V18,d300_b2,300,2,NDVI,0.811009
2022_2023,V18,d300_b2,300,2,GNDVI,0.24185
2022_2023,V18,d300_b2,300,2,NDRE,0.382953
2022_2023,V18,d300_b2,300,2,CIrededge,1.31145
2022_2023,V18,d300_b2,300,2,SAVI,0.649874
2022_2023,V18,d300_b2,300,2,EVI,2.12387
2022_2023,V18,d300_b2,300,2,VARI,1.34709
2022_2023,V18,d300_b2,300,2,TGI,0.209725
2022_2023,V18,d300_b2,300,2,spec_mean,0.277379
2022_2023,V18,d300_b2,300,2,spec_std,0.243126
2022_2023,V18,d300_b2,300,2,spec_p10,0.0354285
2022_2023,V18,d300_b2,300,2,spec_p50,0.203245
2022_2023,V18,d300_b2,300,2,spec_p90,0.685659
2022_2023,V18,d300_b2,300,2,glcm_asm,0.0293109
2022_2023,V18,d300_b2,300,2,glcm_contrast,1.54395
2022_2023,V18,d300_b2,300,2,glcm_correlation,0.964174
2022_2023,V18,d300_b2,300,2,glcm_variance,21.5501
2022_2023,V18,d300_b2,300,2,glcm_idm,0.688998
2022_2023,V18,d300_b2,300,2,glcm_sum_average,13.9795
2022_2023,V18,d300_b2,300,2,glcm_sum_variance,198.641
2022_2023,V18,d300_b2,300,2,glcm_sum_entropy,3.30338
2022_2023,V18,d300_b2,300,2,glcm_entropy,4.08853
2022_2023,V18,d300_b2,300,2,glcm_diff_entropy,1.17604
2022_2023,V18,d300_b2,300,2,glcm_imc1,-0.472075
2022_2023,V18,d300_b2,300,2,glcm_imc2,0.959188
2022_2023,V18,d300_b2,300,2,glcm_mcc,0.965994
2022_2023,V18,d300_b2,300,2,glcm_dissimilarity,0.764232
2022_2023,V18,d300_b2,300,2,glcm_inertia,1.54395
2022_2023,V18,d300_b2,300,2,glcm_cluster_shade,-134.438
2022_2023,V18,d300_b2,300,2,glcm_cluster_prominence,12111.6
2022_2023,V18,d300_b2,300,2,glcm_homogeneity,0.711027
2022_2023,V18,d300_b2,300,2,glcmw3_asm,0.511079
2022_2023,V18,d300_b2,300,2,glcmw3_contrast,0.429915
2022_2023,V18,d300_b2,300,2,glcmw3_entropy,0.929311
2022_2023,V18,d300_b2,300,2,glcmw3_correlation,0.408605
2022_2023,V18,d300_b2,300,2,glcmw3_homogeneity,0.838398
2022_2023,V18,d300_b2,300,2,glcmw5_asm,0.395502
2022_2023,V18,d300_b2,300,2,glcmw5_contrast,0.429927
2022_2023,V18,d300_b2,300,2,glcmw5_entropy,1.34882
2022_2023,V18,d300_b2,300,2,glcmw5_correlation,0.598915
2022_2023,V18,d300_b2,300,2,glcmw5_homogeneity,0.838404
2022_2023,V18,d300_b2,300,2,glcmw7_asm,0.336169
