safra,estagio,parcela,dose,bloco,NDVI,GNDVI,NDRE,CIrededge,SAVI,EVI,VARI,TGI,spec_mean,spec_std,spec_p10,spec_p50,spec_p90,glcm_asm,glcm_contrast,glcm_correlation,glcm_variance,glcm_idm,glcm_sum_average,glcm_sum_variance,glcm_sum_entropy,glcm_entropy,glcm_diff_entropy,glcm_imc1,glcm_imc2,glcm_mcc,glcm_dissimilarity,glcm_inertia,glcm_cluster_shade,glcm_cluster_prominence,glcm_homogeneity,glcmw3_asm,glcmw3_contrast,glcmw3_entropy,glcmw3_correlation,glcmw3_homogeneity,glcmw5_asm,glcmw5_contrast,glcmw5_entropy,glcmw5_correlation,glcmw5_homogeneity,glcmw7_asm,glcmw7_contrast,glcmw7_entropy,glcmw7_correlation,glcmw7_homogeneity,rgb_glcm_asm,rgb_glcm_contrast,rgb_glcm_correlation,rgb_glcm_variance,rgb_glcm_idm,rgb_glcm_sum_average,rgb_glcm_sum_variance,rgb_glcm_sum_entropy,rgb_glcm_entropy,rgb_glcm_diff_entropy,rgb_glcm_imc1,rgb_glcm_imc2,rgb_glcm_mcc,rgb_glcm_dissimilarity,rgb_glcm_inertia,rgb_glcm_cluster_shade,rgb_glcm_cluster_prominence,rgb_glcm_homogeneity,rgb_glcmw3_asm,rgb_glcmw3_contrast,rgb_glcmw3_entropy,rgb_glcmw3_correlation,rgb_glcmw3_homogeneity,rgb_glcmw5_asm,rgb_glcmw5_contrast,rgb_glcmw5_entropy,rgb_glcmw5_correlation,rgb_glcmw5_homogeneity,rgb_glcmw7_asm,rgb_glcmw7_contrast,rgb_glcmw7_entropy,rgb_glcmw7_correlation,rgb_glcmw7_homogeneity
2023_2024,V13,122,100,3,0.761399,0.238976,0.297154,0.892944,0.627352,1.27954,1.09116,0.241248,0.299455,0.237537,0.0455754,0.242633,0.670124,0.0196041,1.52841,0.957822,18.1186,0.660885,14.4354,193.06,3.38492,4.23695,1.19145,-0.450369,0.956452,0.959773,0.814192,1.52841,-65.0657,9491.37,0.685337,0.466774,0.438252,1.01304,0.467671,0.82159,0.344976,0.438317,1.46654,0.660613,0.821561,0.282932,0.438271,1.7511,0.753186,0.821532,0.024144,1.67829,0.945694,15.4523,0.633105,10.3058,109.597,3.27258,4.16241,1.23003,-0.415095,0.941804,0.946121,0.884617,1.67829,289.387,9091.39,0.661187,0.426622,0.475428,1.10016,0.479575,0.806379,0.303947,0.47508,1.57885,0.663029,0.806473,0.245489,0.475049,1.86088,0.749194,0.806457
2023_2024,V13,130,100,4,0.757472,0.335174,0.307394,0.933572,0.646642,3.35585,0.940939,0.197734,0.292758,0.235604,0.051753,0.233425,0.667535,0.020391,1.66603,0.957499,19.5999,0.647059,14.6707,204.267,3.37766,4.24842,1.22683,-0.44291,0.95436,0.958926,0.859512,1.66603,-113.264,10589.4,0.67408,0.454994,0.467899,1.04175,0.487844,0.813478,0.331295,0.467975,1.50971,0.680154,0.813395,0.268996,0.468074,1.80395,0.76962,0.813327,0.028742,1.57075,0.948747,15.3234,0.643098,9.50015,99.1516,3.22093,4.0743,1.20432,-0.42205,0.941754,0.949493,0.850906,1.57075,350.111,9794.76,0.669512,0.443858,0.448345,1.06238,0.460311,0.814912,0.321946,0.447907,1.52444,0.650062,0.815014,0.262527,0.447637,1.79771,0.740225,0.815058
2023_2024,V13,57,200,1,0.751287,0.385461,0.318308,0.976644,0.637835,1.38154,0.882761,0.16443,0.281244,0.232787,0.053321,0.21567,0.662325,0.0213994,1.44829,0.961897,19.0051,0.657784,14.7374,203.963,3.36244,4.18224,1.17286,-0.45755,0.957267,0.963644,0.807824,1.44829,-159.784,10389.6,0.681731,0.460144,0.423941,1.02163,0.47211,0.821942,0.336082,0.424011,1.47709,0.668994,0.821933,0.273307,0.424072,1.76349,0.761439,0.821925,0.0294769,1.58981,0.941367,13.5573,0.640936,9.04056,87.0421,3.17517,4.03011,1.21001,-0.411057,0.935795,0.941914,0.857836,1.58981,318.764,8630.96,0.667899,0.443871,0.453586,1.06451,0.460827,0.81318,0.323224,0.453543,1.52582,0.649066,0.813164,0.263712,0.453344,1.79829,0.741892,0.813214
2023_2024,V13,116,200,2,0.737572,0.300713,0.311127,0.95809,0.63945,-3.43479,0.997964,0.209075,0.311799,0.234685,0.0616386,0.257532,0.690645,0.0185964,1.68308,0.953738,18.1908,0.640594,14.6422,197.831,3.3838,4.28037,1.22851,-0.43035,0.950975,0.955486,0.872399,1.68308,-104.816,9504,0.667566,0.437767,0.476125,1.07319,0.487339,0.810156,0.313247,0.476295,1.54815,0.678414,0.810099,0.252006,0.476394,1.8422,0.76676,0.810091,0.0292629,1.41462,0.953104,15.0826,0.656661,9.3468,96.5707,3.21042,4.02189,1.16457,-0.433272,0.944392,0.954591,0.804263,1.41462,377.399,9873.46,0.680568,0.452413,0.415415,1.03813,0.437655,0.822641,0.330494,0.415473,1.48579,0.630035,0.822594,0.272043,0.415212,1.74226,0.720942,0.82266
2023_2024,V13,121,200,3,0.750645,0.315641,0.331964,1.04998,0.642462,1.47466,1.0033,0.201215,0.297164,0.233556,0.0530175,0.241388,0.681014,0.0214978,1.3912,0.960586,17.6486,0.67368,14.6117,195.724,3.3636,4.16861,1.15417,-0.464306,0.958956,0.962898,0.771042,1.3912,-102.118,9182.83,0.695698,0.476066,0.407525,0.985058,0.456639,0.830071,0.350377,0.407757,1.43156,0.65671,0.829959,0.286083,0.407774,1.71127,0.749926,0.829945,0.0309155,1.42735,0.953628,15.3902,0.658992,9.24384,96.678,3.19864,4.00634,1.16943,-0.43545,0.944714,0.955457,0.802228,1.42735,401.582,10309.4,0.683266,0.456723,0.41718,1.03079,0.442479,0.822623,0.336471,0.417085,1.47643,0.631176,0.822651,0.277499,0.417231,1.73745,0.723617,0.822583
2023_2024,V13,133,200,4,0.723017,0.25662,0.311565,0.952786,0.618063,2.05426,1.0069,0.222592,0.312917,0.227922,0.0634871,0.265066,0.672173,0.0190019,1.63168,0.952171,17.0576,0.644119,14.0121,179.732,3.37565,4.26276,1.21736,-0.434068,0.951779,0.954064,0.858565,1.63168,-28.9183,8791.01,0.670566,0.44147,0.465007,1.06466,0.485705,0.811979,0.316548,0.465118,1.53756,0.67848,0.811939,0.25486,0.465414,1.83052,0.768025,0.811869,0.0260073,1.55627,0.951495,16.0425,0.641737,10.0251,108.433,3.25619,4.11538,1.19969,-0.424767,0.944104,0.953143,0.851082,1.55627,348.992,10006.8,0.66787,0.435527,0.449039,1.07771,0.45119,0.813533,0.313639,0.448845,1.53979,0.637868,0.813563,0.255943,0.448924,1.80505,0.723773,0.813497
2023_2024,V13,71,300,1,0.73275,0.296151,0.315532,0.963964,0.639921,1.43482,0.988603,0.206014,0.309008,0.234817,0.0643025,0.2544,0.703134,0.0225607,1.47097,0.963746,20.2872,0.661906,15.061,216.679,3.35623,4.16305,1.18089,-0.462671,0.958327,0.965622,0.804518,1.47097,-195.438,11251.9,0.686457,0.469897,0.42553,1.00483,0.470071,0.823113,0.346122,0.425631,1.45688,0.666533,0.823055,0.282924,0.425669,1.74049,0.758994,0.82301,0.0268822,1.54349,0.942065,13.3208,0.64305,9.3546,89.692,3.19406,4.0506,1.19741,-0.409972,0.936037,0.94317,0.847261,1.54349,322.01,8599.16,0.669088,0.435715,0.446931,1.07455,0.464233,0.81322,0.311586,0.446837,1.54226,0.654228,0.813208,0.251985,0.446685,1.8161,0.742422,0.813228
2023_2024,V13,114,300,2,0.79281,0.290525,0.349074,1.14608,0.668362,1.64768,1.20989,0.220787,0.300443,0.240351,0.0447421,0.237699,0.691743,0.0206423,1.45363,0.956613,16.752,0.66018,15.6087,215.717,3.35458,4.19197,1.17217,-0.447869,0.954467,0.959859,0.804164,1.45363,-189.915,9184.07,0.683644,0.456942,0.427173,1.02459,0.468728,0.822684,0.330056,0.426858,1.48361,0.67023,0.822749,0.266325,0.426695,1.7685,0.761798,0.822775,0.0297637,1.48255,0.95474,16.3781,0.654975,9.6184,104.847,3.22953,4.0547,1.18204,-0.435874,0.946379,0.956167,0.817161,1.48255,390.233,10697,0.679635,0.456556,0.427792,1.03389,0.439507,0.822268,0.336732,0.427605,1.48085,0.628204,0.822298,0.278754,0.427563,1.74039,0.718296,0.822301
2023_2024,V13,125,300,3,0.723743,0.263648,0.297698,0.893152,0.619156,1.95875,0.982149,0.224781,0.313746,0.22974,0.0612216,0.267067,0.666811,0.0185827,1.63497,0.952093,17.0639,0.642872,13.8204,175.577,3.38216,4.27506,1.21839,-0.432728,0.951655,0.953155,0.861516,1.63497,9.74851,8799.43,0.669442,0.438878,0.466677,1.07043,0.487999,0.811307,0.313097,0.466896,1.5458,0.682105,0.811235,0.250868,0.467038,1.84009,0.769656,0.811192,0.0239301,1.66362,0.94845,16.136,0.632482,10.3945,113.449,3.28338,4.1738,1.2248,-0.416687,0.942788,0.949165,0.882779,1.66362,300.884,9561.11,0.660239,0.424286,0.473455,1.10526,0.463014,0.807249,0.302098,0.473352,1.57913,0.650066,0.807275,0.24438,0.473329,1.85271,0.736299,0.807279
2023_2024,V13,127,300,4,0.734679,0.308761,0.294299,0.874559,0.635923,2.46917,0.931393,0.206633,0.307412,0.231694,0.0624489,0.254168,0.662988,0.0186237,1.67286,0.954916,18.5527,0.64031,14.3693,193.037,3.39205,4.28351,1.22683,-0.434947,0.952644,0.956045,0.872005,1.67286,-62.7801,9852.54,0.667334,0.437176,0.476457,1.07302,0.495883,0.809219,0.310598,0.47658,1.55065,0.691303,0.809155,0.247377,0.476844,1.84887,0.77954,0.809064,0.0248167,1.68223,0.945675,15.483,0.62944,10.043,106.264,3.25961,4.15283,1.23068,-0.41117,0.939918,0.946264,0.891611,1.68223,306.212,9253.4,0.657837,0.422964,0.475767,1.10847,0.473539,0.805293,0.301823,0.475658,1.58344,0.655314,0.805306,0.244561,0.475692,1.85911,0.742229,0.805268
2023_2024,V13,85,400,1,0.730116,0.333955,0.293378,0.861534,0.64192,1.49305,0.88742,0.193964,0.308268,0.233399,0.0655094,0.251444,0.679616,0.0185474,1.6884,0.955006,18.7623,0.629924,15.0797,210.11,3.38574,4.2795,1.23373,-0.431105,0.951214,0.956083,0.892776,1.6884,-145.769,10067.2,0.658565,0.423751,0.477629,1.10037,0.515685,0.804709,0.296359,0.477789,1.59076,0.70646,0.804618,0.233784,0.47808,1.89615,0.789846,0.804524,0.0226035,1.89861,0.931622,13.8832,0.609601,10.0613,100.084,3.24583,4.19771,1.27706,-0.382265,0.928685,0.932036,0.958152,1.89861,263.674,8043.78,0.641219,0.399465,0.525043,1.16258,0.497459,0.793068,0.276111,0.524312,1.66342,0.675897,0.793234,0.219475,0.524205,1.95318,0.755518,0.793267
2023_2024,V13,113,400,2,0.723507,0.262851,0.281118,0.822048,0.626603,2.72952,0.967212,0.228818,0.322672,0.230559,0.0673473,0.275675,0.676177,0.0189793,1.53243,0.954702,16.9151,0.64918,14.388,187.306,3.37989,4.24633,1.19108,-0.440817,0.953614,0.95559,0.835017,1.53243,-59.0411,8745.99,0.673846,0.442379,0.445928,1.05567,0.476946,0.816046,0.315297,0.445986,1.52317,0.674838,0.816015,0.252559,0.445733,1.81032,0.762511,0.816102,0.0241294,1.5689,0.95055,15.8636,0.638058,10.4477,113.242,3.2814,4.15005,1.20155,-0.42441,0.945034,0.95124,0.859113,1.5689,270.965,9044.2,0.664408,0.42912,0.452345,1.09036,0.458522,0.811105,0.307129,0.452186,1.55623,0.646289,0.811163,0.249237,0.452166,1.82465,0.734239,0.811152
2023_2024,V13,124,400,3,0.751108,0.253198,0.315333,0.965957,0.640314,-2.45994,1.06767,0.233914,0.30725,0.231437,0.0576912,0.259778,0.674096,0.0192912,1.62642,0.9554,18.2332,0.655696,13.8858,181.514,3.3878,4.25465,1.21356,-0.444063,0.954901,0.955921,0.837197,1.62642,4.22364,9334.6,0.68119,0.453704,0.462421,1.03919,0.474427,0.816951,0.329036,0.46241,1.50165,0.66937,0.816928,0.266995,0.462482,1.78695,0.757896,0.816904,0.0241247,1.78363,0.940999,15.1153,0.621979,10.0392,104.683,3.25642,4.17432,1.25265,-0.400474,0.936133,0.941725,0.918986,1.78363,305.694,9101.16,0.651765,0.412567,0.501073,1.13411,0.476012,0.800309,0.291464,0.501113,1.61893,0.655812,0.800312,0.235228,0.501023,1.89602,0.739255,0.800334
2023_2024,V13,128,400,4,0.797346,0.297911,0.341054,1.10284,0.65492,1.12047,1.19744,0.207196,0.283181,0.233848,0.0408766,0.22329,0.658738,0.0205112,1.43902,0.96028,18.1146,0.667025,14.6649,198.41,3.37818,4.20368,1.16735,-0.458031,0.957965,0.961652,0.789785,1.43902,-104.368,9604.66,0.689915,0.465539,0.422595,1.00719,0.461825,0.825107,0.339398,0.422922,1.45947,0.6629,0.825005,0.275837,0.422956,1.74181,0.755068,0.825005,0.0288253,1.60645,0.947084,15.1793,0.643028,9.54777,99.142,3.22075,4.07859,1.21389,-0.421474,0.941665,0.94773,0.856374,1.60645,341.655,9589.29,0.670026,0.446923,0.453274,1.0609,0.453842,0.814702,0.32785,0.453344,1.52029,0.639182,0.814688,0.270353,0.453372,1.78901,0.729586,0.814685
2023_2024,R2,1,0,1,0.621579,0.0395977,0.239348,0.643763,0.523549,1.72673,1.02377,0.299902,0.335545,0.218863,0.0979808,0.284773,0.654924,0.0355952,1.13551,0.973443,21.3787,0.704531,11.1142,145.941,3.26812,3.9417,1.08593,-0.512113,0.966275,0.973651,0.680424,1.13551,367.553,13319.4,0.724216,0.530339,0.341652,0.879552,0.42061,0.848007,0.41793,0.341548,1.27576,0.604206,0.848044,0.359326,0.34155,1.52698,0.698508,0.848032,0.0212464,1.91578,0.928761,13.4461,0.61655,10.7938,108.513,3.26755,4.2203,1.27147,-0.382867,0.929754,0.930565,0.945212,1.91578,216.22,7574.07,0.646078,0.406526,0.531247,1.14667,0.460321,0.796845,0.285788,0.531103,1.62967,0.641336,0.796915,0.230263,0.531379,1.91121,0.724846,0.796823
2023_2024,R2,119,0,2,0.62995,0.0955378,0.224984,0.591071,0.525645,8.65868,0.882595,0.286573,0.317621,0.226255,0.0894834,0.249504,0.662392,0.0409753,1.30098,0.970942,22.3861,0.697681,11.5358,157.215,3.23087,3.93323,1.13274,-0.499007,0.962729,0.971805,0.717872,1.30098,298.92,13292.3,0.71992,0.52468,0.37698,0.900619,0.43375,0.841708,0.412431,0.376806,1.3083,0.615616,0.841735,0.353946,0.376729,1.56684,0.710013,0.841738,0.0225018,1.8827,0.929019,13.2621,0.635353,11.3301,116.11,3.27132,4.20282,1.26474,-0.394201,0.934338,0.933279,0.906917,1.8827,176.303,7148.46,0.663549,0.430527,0.52248,1.10178,0.453533,0.805554,0.311034,0.522324,1.57747,0.636574,0.805594,0.254972,0.522107,1.85574,0.722097,0.805612
2023_2024,R2,123,0,3,0.673326,0.0811409,0.255864,0.700013,0.561122,1.25234,1.0241,0.30147,0.320676,0.232489,0.0839551,0.25317,0.688376,0.0399448,1.23815,0.973923,23.7399,0.700803,12.0673,171.535,3.24605,3.92671,1.11522,-0.512727,0.96607,0.975388,0.70246,1.23815,204.067,14002,0.721931,0.536785,0.360291,0.876761,0.423374,0.846558,0.430553,0.360196,1.27066,0.591155,0.846587,0.376962,0.360078,1.51947,0.674064,0.846634,0.0240107,1.90077,0.931896,13.9549,0.631784,10.4222,105.294,3.25452,4.17738,1.26809,-0.394349,0.933549,0.933635,0.916348,1.90077,277.365,8253.36,0.660096,0.42806,0.527637,1.10911,0.459034,0.803424,0.310282,0.527553,1.58611,0.636827,0.803442,0.255328,0.527462,1.86762,0.720779,0.803442
2023_2024,R2,132,0,4,0.68559,0.0794549,0.257156,0.705787,0.56929,1.02983,1.02475,0.312545,0.322353,0.237373,0.0792759,0.253215,0.698862,0.0384525,1.34712,0.971246,23.4252,0.692119,12.4492,176.916,3.25348,3.97289,1.14588,-0.497195,0.963243,0.972306,0.733954,1.34712,161.905,13498.5,0.714914,0.521522,0.385965,0.907608,0.438615,0.839865,0.410958,0.385933,1.31732,0.61548,0.839892,0.354433,0.386038,1.57641,0.703992,0.839855,0.021745,1.96989,0.929775,14.0255,0.621723,11.2491,117.544,3.28588,4.24233,1.28713,-0.388273,0.933001,0.93248,0.945384,1.96989,218.65,7816.5,0.651987,0.418191,0.542043,1.13302,0.472962,0.797557,0.299116,0.542051,1.62179,0.651343,0.797543,0.243431,0.541985,1.91046,0.734417,0.797551
2023_2024,R2,15,50,1,0.672967,0.0760939,0.272334,0.770708,0.573635,-7.08585,1.09308,0.301438,0.334875,0.230369,0.0852948,0.281896,0.689857,0.0322092,1.14143,0.974716,22.5725,0.707691,12.6151,175.817,3.30547,3.98529,1.08419,-0.516845,0.968406,0.975523,0.67533,1.14143,130.97,12984,0.726549,0.534222,0.340089,0.867905,0.418554,0.851658,0.419428,0.340093,1.26514,0.60511,0.851645,0.359924,0.34017,1.51709,0.694624,0.851618,0.022169,1.81133,0.928308,12.6327,0.628248,11.2172,112.091,3.25658,4.18728,1.24752,-0.387614,0.930829,0.929496,0.909018,1.81133,202.15,6888.33,0.655804,0.409301,0.512858,1.13444,0.465383,0.801976,0.285037,0.512985,1.61904,0.652725,0.801924,0.227421,0.512986,1.90422,0.735537,0.801912
2023_2024,R2,118,50,2,0.67394,0.0920758,0.255695,0.704539,0.566439,0.93492,1.01362,0.301533,0.323506,0.236617,0.0827072,0.25213,0.700739,0.0386113,1.27539,0.973606,24.161,0.697309,12.6468,183.652,3.25085,3.95042,1.12621,-0.506778,0.96516,0.975257,0.71425,1.27539,89.2036,14165.3,0.719014,0.536915,0.363056,0.876247,0.427165,0.846244,0.430088,0.363044,1.27227,0.594977,0.846236,0.3753,0.363046,1.52459,0.676844,0.846223,0.0230056,1.94402,0.929513,13.7899,0.630754,10.7934,109.857,3.26743,4.2048,1.27801,-0.39037,0.932688,0.931505,0.924374,1.94402,256.349,7937.73,0.65975,0.424909,0.538408,1.1156,0.464099,0.801578,0.30607,0.538226,1.59738,0.644291,0.801615,0.250371,0.538017,1.88406,0.728447,0.801655
2023_2024,R2,126,50,3,0.671511,0.156488,0.249976,0.678808,0.566379,-20.2032,0.875864,0.278201,0.313641,0.237659,0.0769814,0.239803,0.683745,0.0384338,1.33457,0.972128,23.9411,0.697564,12.5337,180.597,3.25108,3.96424,1.1407,-0.502629,0.964442,0.973574,0.723147,1.33457,132.066,13940,0.720184,0.534921,0.37841,0.883312,0.428701,0.843911,0.427273,0.37832,1.28336,0.600127,0.843935,0.371534,0.378306,1.53879,0.684239,0.843922,0.0225078,1.88852,0.931168,13.7183,0.633505,10.8622,110.586,3.27263,4.20377,1.26736,-0.395503,0.934944,0.934438,0.911454,1.88852,208.316,7546.52,0.662042,0.429192,0.521779,1.10708,0.459331,0.804666,0.309961,0.521705,1.58591,0.642317,0.804686,0.25353,0.521668,1.86851,0.730105,0.804724
2023_2024,R2,131,50,4,0.699334,0.115223,0.271212,0.763859,0.583916,2.37037,1.03885,0.293777,0.314739,0.238599,0.0729812,0.245656,0.699327,0.0368906,1.17866,0.975038,23.6093,0.708718,13.0666,189.442,3.25926,3.93191,1.09511,-0.516009,0.966988,0.97615,0.679751,1.17866,30.4842,13522.1,0.728384,0.548629,0.34287,0.847951,0.410412,0.853364,0.439419,0.342911,1.23487,0.588581,0.853361,0.382703,0.342918,1.48151,0.675606,0.853345,0.0252304,1.8492,0.930282,13.2621,0.635125,10.5938,105.378,3.23312,4.1456,1.2593,-0.392293,0.931535,0.931345,0.903377,1.8492,283.367,7882.16,0.663153,0.428061,0.51514,1.10444,0.46644,0.805166,0.307459,0.515157,1.58479,0.648496,0.805121,0.251215,0.515053,1.87074,0.732707,0.805107
2023_2024,R2,43,100,1,0.692382,0.0964435,0.298005,0.886271,0.58168,-4.7916,1.15425,0.283648,0.321272,0.232281,0.0741917,0.264254,0.684314,0.0340183,1.07038,0.976851,23.1194,0.722233,12.8637,183.108,3.28765,3.93635,1.05856,-0.530029,0.970308,0.977935,0.639318,1.07038,88.6724,13269.5,0.739856,0.55178,0.321575,0.831919,0.403802,0.85893,0.43829,0.321446,1.21517,0.594264,0.858945,0.378195,0.321323,1.46077,0.688553,0.858969,0.0242402,1.68156,0.932588,12.4722,0.645593,10.8942,106.821,3.23824,4.11847,1.21912,-0.404312,0.935921,0.93508,0.860196,1.68156,215.318,7102.15,0.670959,0.435873,0.478469,1.07632,0.450232,0.813137,0.313195,0.478289,1.5416,0.64029,0.813196,0.254824,0.478165,1.81689,0.726947,0.81322
2023_2024,R2,117,100,2,0.700133,0.118319,0.285132,0.822788,0.596419,-0.615205,1.07103,0.293637,0.326003,0.239131,0.0773684,0.261529,0.716253,0.0360136,1.17538,0.975919,24.4046,0.710038,13.3525,198.245,3.26276,3.9258,1.09267,-0.521443,0.968131,0.977516,0.67641,1.17538,7.91041,14117.3,0.729515,0.540631,0.346664,0.859657,0.41791,0.85179,0.428072,0.34669,1.25341,0.603194,0.85179,0.369167,0.346756,1.505,0.692527,0.85177,0.0238417,1.85213,0.931167,13.4538,0.634404,10.4345,103.594,3.24904,4.16523,1.25908,-0.393534,0.932771,0.932443,0.904984,1.85213,271.742,7957.44,0.662327,0.427003,0.517636,1.10721,0.456795,0.805082,0.305526,0.517653,1.58613,0.641872,0.805099,0.248409,0.517699,1.86736,0.726198,0.805096
2023_2024,R2,122,100,3,0.691531,0.114971,0.281443,0.810722,0.580895,4.45743,1.0715,0.281943,0.315293,0.233398,0.0757468,0.253919,0.688068,0.040017,1.1824,0.975429,24.061,0.70943,12.6608,183.794,3.24107,3.91328,1.09544,-0.516584,0.966689,0.977234,0.67883,1.1824,93.2208,14121.1,0.729013,0.555187,0.339938,0.838218,0.401648,0.854848,0.449799,0.33993,1.21769,0.573085,0.854849,0.395535,0.339857,1.4589,0.655283,0.854876,0.0265122,1.79843,0.929875,12.823,0.642554,10.1772,98.0646,3.2079,4.0997,1.24755,-0.395587,0.931431,0.931218,0.883053,1.79843,290.52,7952.31,0.669616,0.440284,0.504136,1.07903,0.448158,0.810075,0.32031,0.503926,1.54671,0.636112,0.810099,0.262525,0.503745,1.8248,0.724991,0.810149
2023_2024,R2,130,100,4,0.716081,0.162437,0.297441,0.882196,0.59703,0.931451,1.06901,0.261457,0.303928,0.235911,0.0675027,0.236598,0.685826,0.0357968,1.19146,0.974805,23.6446,0.704459,13.2307,192.599,3.27015,3.95067,1.10089,-0.51433,0.967022,0.975998,0.689096,1.19146,13.3264,13684.8,0.724611,0.540058,0.348066,0.86488,0.419413,0.849931,0.430318,0.347952,1.25808,0.59651,0.849957,0.373853,0.347879,1.5085,0.681188,0.849965,0.0269605,1.80356,0.930397,12.956,0.642403,9.81816,93.826,3.19957,4.08651,1.24643,-0.396086,0.931194,0.931735,0.883171,1.80356,307.073,8219.01,0.669241,0.440868,0.502894,1.07616,0.450648,0.811042,0.319906,0.502854,1.54505,0.639451,0.811018,0.26151,0.502751,1.82481,0.729261,0.811037
2023_2024,R2,57,200,1,0.718116,0.126522,0.327249,1.02073,0.597735,1.50313,1.22491,0.265449,0.308726,0.232338,0.0676646,0.250481,0.680737,0.0340481,1.05313,0.977149,23.0434,0.717318,12.9949,185.242,3.29321,3.94161,1.05392,-0.528392,0.970061,0.97799,0.644768,1.05313,56.6762,13295.9,0.734417,0.547122,0.320468,0.840913,0.404233,0.858185,0.433101,0.320489,1.2272,0.595312,0.858191,0.372963,0.320351,1.47504,0.686849,0.858249,0.0273947,1.61939,0.935426,12.539,0.653956,10.136,96.5943,3.20359,4.04812,1.2028,-0.411331,0.936527,0.936738,0.836326,1.61939,286.886,7818.86,0.678019,0.447887,0.46555,1.05393,0.433969,0.818037,0.327013,0.465502,1.50816,0.626551,0.818056,0.269076,0.465536,1.77682,0.717871,0.818062
2023_2024,R2,116,200,2,0.735405,0.147575,0.340304,1.09649,0.62143,2.77399,1.24027,0.266588,0.31422,0.236404,0.065185,0.25521,0.705905,0.0316733,1.09165,0.976065,22.8049,0.713604,13.7108,198.507,3.30026,3.95943,1.06754,-0.524837,0.969659,0.977557,0.657453,1.09165,-61.2924,13022.2,0.731499,0.538031,0.330814,0.860271,0.410947,0.854526,0.423151,0.330884,1.25462,0.602368,0.854507,0.362996,0.331017,1.50651,0.693446,0.854485,0.02628,1.73398,0.933926,13.1215,0.645963,10.0224,97.0422,3.21866,4.09377,1.23297,-0.40486,0.935322,0.935659,0.867922,1.73398,288.856,8030.24,0.672114,0.442792,0.487956,1.07154,0.435968,0.812587,0.322859,0.487905,1.5319,0.626556,0.812592,0.265751,0.48781,1.80219,0.715761,0.812609
2023_2024,R2,121,200,3,0.739468,0.157969,0.346832,1.12818,0.624217,2.15289,1.24292,0.262675,0.309588,0.237454,0.0649263,0.250844,0.704568,0.0383791,1.06062,0.978119,24.2362,0.719522,13.5058,200.967,3.25488,3.90022,1.05599,-0.528689,0.969211,0.980003,0.642456,1.06062,-60.1594,14426.9,0.73676,0.55857,0.315644,0.8205,0.39819,0.8613,0.448223,0.315698,1.19823,0.580742,0.861292,0.390462,0.315751,1.4397,0.667561,0.861262,0.027517,1.7725,0.929142,12.5074,0.64724,10.0352,95.0923,3.19157,4.06397,1.23689,-0.399479,0.931928,0.931615,0.870213,1.7725,291.611,7917.62,0.673068,0.444833,0.495795,1.06639,0.439347,0.813238,0.324068,0.495665,1.52562,0.630254,0.813253,0.266198,0.495722,1.79601,0.719563,0.813218
2023_2024,R2,133,200,4,0.750817,0.175177,0.347673,1.12722,0.623383,4.93908,1.20001,0.260364,0.300163,0.239514,0.0599533,0.231323,0.693342,0.0345907,1.15417,0.974874,22.9681,0.710115,13.5808,196.92,3.27534,3.9505,1.08651,-0.518323,0.967965,0.976803,0.673022,1.15417,-57.6915,13249.2,0.728975,0.539151,0.342051,0.861344,0.417129,0.85274,0.427793,0.34217,1.2538,0.597966,0.852722,0.370429,0.342131,1.50479,0.682888,0.852742,0.0262275,1.7949,0.938361,14.5597,0.64069,9.9852,101.877,3.24476,4.12716,1.24925,-0.411363,0.939168,0.943021,0.88599,1.7949,279.009,8540.99,0.668287,0.43977,0.499571,1.08479,0.446819,0.809769,0.321999,0.499522,1.55238,0.631699,0.809781,0.265949,0.499507,1.82789,0.721664,0.809776
2023_2024,R2,71,300,1,0.75233,0.162399,0.357959,1.16584,0.635758,3.84676,1.28294,0.260207,0.31345,0.237081,0.0651088,0.25408,0.709857,0.0311453,1.11782,0.975418,22.7367,0.704151,14.0292,204.848,3.30448,3.9808,1.07858,-0.51691,0.96832,0.976954,0.677658,1.11782,-119.236,13257,0.722868,0.529451,0.336009,0.876855,0.423577,0.850737,0.413002,0.336,1.2773,0.617168,0.850739,0.352315,0.335993,1.53325,0.708868,0.850743,0.0295568,1.67642,0.931895,12.3077,0.653913,9.63416,89.3751,3.16727,4.01303,1.21813,-0.403896,0.932092,0.932915,0.84519,1.67642,319.957,8055.2,0.678939,0.449649,0.477001,1.05254,0.4376,0.816508,0.327725,0.476872,1.51024,0.632318,0.816516,0.268548,0.476754,1.78355,0.724366,0.816539
